path,class_id,conf,x_min,y_min,x_max,y_max,origin_path,x_pos,y_pos,z_pos,study_id,series_id,instance_number,series_description,class_name
/kaggle/temp/sagittal_all_images/1013589491___482346415___10.png,4,0.7704427242279053,122.00000286102295,301.99999809265137,157.00000524520874,338.0000114440918,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1013589491/482346415/10.dcm,0.953432,-91.0535,73.85,1013589491,482346415,10,Sagittal T2/STIR,L3/L4_L
/kaggle/temp/sagittal_all_images/1013589491___482346415___10.png,5,0.816038966178894,218.00000667572021,291.9999837875366,251.99999809265137,327.99999713897705,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1013589491/482346415/10.dcm,0.953432,-91.0535,73.85,1013589491,482346415,10,Sagittal T2/STIR,L3/L4_R
/kaggle/temp/sagittal_all_images/1013589491___482346415___10.png,6,0.7562021613121033,135.0000023841858,380.0000190734863,170.9999918937683,415.99998474121094,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1013589491/482346415/10.dcm,0.953432,-91.0535,73.85,1013589491,482346415,10,Sagittal T2/STIR,L4/L5_L
/kaggle/temp/sagittal_all_images/1013589491___482346415___10.png,7,0.8269224166870117,220.00000476837158,350.9999752044678,254.99999523162842,385.9999895095825,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1013589491/482346415/10.dcm,0.953432,-91.0535,73.85,1013589491,482346415,10,Sagittal T2/STIR,L4/L5_R
/kaggle/temp/sagittal_all_images/1013589491___482346415___10.png,8,0.781498908996582,169.0000057220459,451.0000228881836,203.99999618530273,487.000036239624,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1013589491/482346415/10.dcm,0.953432,-91.0535,73.85,1013589491,482346415,10,Sagittal T2/STIR,L5/S1_L
/kaggle/temp/sagittal_all_images/1013589491___482346415___10.png,9,0.8245224952697754,240.00000953674316,401.99995040893555,275.0000238418579,438.0000114440918,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1013589491/482346415/10.dcm,0.953432,-91.0535,73.85,1013589491,482346415,10,Sagittal T2/STIR,L5/S1_R
/kaggle/temp/sagittal_all_images/1018005303___1131788901___9.png,0,0.7806050181388855,132.00000524520874,85.99998950958252,158.99999141693115,113.99999856948853,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1018005303/1131788901/9.dcm,-1.9077451656913,-120.80393461958,117.75948910829,1018005303,1131788901,9,Sagittal T2/STIR,L1/L2_L
/kaggle/temp/sagittal_all_images/1018005303___1131788901___9.png,1,0.8171223402023315,206.99999332427979,96.99999690055847,232.99999237060547,124.00000095367432,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1018005303/1131788901/9.dcm,-1.9077451656913,-120.80393461958,117.75948910829,1018005303,1131788901,9,Sagittal T2/STIR,L1/L2_R
/kaggle/temp/sagittal_all_images/1018005303___1131788901___9.png,2,0.7409694790840149,123.00000190734863,141.00000858306885,149.00000095367432,167.99999475479126,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1018005303/1131788901/9.dcm,-1.9077451656913,-120.80393461958,117.75948910829,1018005303,1131788901,9,Sagittal T2/STIR,L2/L3_L
/kaggle/temp/sagittal_all_images/1018005303___1131788901___9.png,3,0.819901168346405,200.0,143.99999380111694,225.99999904632568,170.00001668930054,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1018005303/1131788901/9.dcm,-1.9077451656913,-120.80393461958,117.75948910829,1018005303,1131788901,9,Sagittal T2/STIR,L2/L3_R
/kaggle/temp/sagittal_all_images/1018005303___1131788901___9.png,4,0.7609583735466003,118.00000667572021,193.00000667572021,144.99999284744263,219.99998092651367,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1018005303/1131788901/9.dcm,-1.9077451656913,-120.80393461958,117.75948910829,1018005303,1131788901,9,Sagittal T2/STIR,L3/L4_L
/kaggle/temp/sagittal_all_images/1018005303___1131788901___9.png,5,0.8177969455718994,197.00000286102295,191.99999570846558,223.00000190734863,219.0000057220459,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1018005303/1131788901/9.dcm,-1.9077451656913,-120.80393461958,117.75948910829,1018005303,1131788901,9,Sagittal T2/STIR,L3/L4_R
/kaggle/temp/sagittal_all_images/1018005303___1131788901___9.png,6,0.754039466381073,120.99999189376831,246.00000381469727,147.99998998641968,273.9999771118164,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1018005303/1131788901/9.dcm,-1.9077451656913,-120.80393461958,117.75948910829,1018005303,1131788901,9,Sagittal T2/STIR,L4/L5_L
/kaggle/temp/sagittal_all_images/1018005303___1131788901___9.png,7,0.822155237197876,198.00000190734863,235.99998950958252,224.00000095367432,263.0000114440918,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1018005303/1131788901/9.dcm,-1.9077451656913,-120.80393461958,117.75948910829,1018005303,1131788901,9,Sagittal T2/STIR,L4/L5_R
/kaggle/temp/sagittal_all_images/1018005303___1131788901___9.png,8,0.7317944765090942,120.00000476837158,298.00002574920654,148.0000138282776,325.9999990463257,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1018005303/1131788901/9.dcm,-1.9077451656913,-120.80393461958,117.75948910829,1018005303,1131788901,9,Sagittal T2/STIR,L5/S1_L
/kaggle/temp/sagittal_all_images/1018005303___1131788901___9.png,9,0.8198298215866089,201.99999809265137,280.9999942779541,227.99999713897705,306.9999933242798,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1018005303/1131788901/9.dcm,-1.9077451656913,-120.80393461958,117.75948910829,1018005303,1131788901,9,Sagittal T2/STIR,L5/S1_R
/kaggle/temp/sagittal_all_images/1019430579___2116282832___8.png,0,0.7132120132446289,90.99999666213989,69.9999988079071,109.00001525878906,86.99999451637268,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1019430579/2116282832/8.dcm,3.12817,-116.875,227.681,1019430579,2116282832,8,Sagittal T2/STIR,L1/L2_L
/kaggle/temp/sagittal_all_images/1019430579___2116282832___8.png,1,0.8068519830703735,141.00000858306885,77.00000405311584,159.0000033378601,94.00001168251038,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1019430579/2116282832/8.dcm,3.12817,-116.875,227.681,1019430579,2116282832,8,Sagittal T2/STIR,L1/L2_R
/kaggle/temp/sagittal_all_images/1019430579___2116282832___8.png,2,0.7688883543014526,83.99999737739563,96.99999690055847,102.00001001358032,114.99999761581421,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1019430579/2116282832/8.dcm,3.12817,-116.875,227.681,1019430579,2116282832,8,Sagittal T2/STIR,L2/L3_L
/kaggle/temp/sagittal_all_images/1019430579___2116282832___8.png,3,0.8071585893630981,133.00000429153442,108.00000429153442,150.0,126.00001096725464,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1019430579/2116282832/8.dcm,3.12817,-116.875,227.681,1019430579,2116282832,8,Sagittal T2/STIR,L2/L3_R
/kaggle/temp/sagittal_all_images/1019430579___2116282832___8.png,4,0.7496727108955383,75.99999904632568,134.0000033378601,92.99999475479126,151.99999809265137,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1019430579/2116282832/8.dcm,3.12817,-116.875,227.681,1019430579,2116282832,8,Sagittal T2/STIR,L3/L4_L
/kaggle/temp/sagittal_all_images/1019430579___2116282832___8.png,5,0.8168014883995056,124.00001287460327,140.00000953674316,142.00000762939453,158.00000429153442,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1019430579/2116282832/8.dcm,3.12817,-116.875,227.681,1019430579,2116282832,8,Sagittal T2/STIR,L3/L4_R
/kaggle/temp/sagittal_all_images/1019430579___2116282832___8.png,6,0.7257193922996521,70.99999785423279,175.0,88.99999260902405,193.00000667572021,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1019430579/2116282832/8.dcm,3.12817,-116.875,227.681,1019430579,2116282832,8,Sagittal T2/STIR,L4/L5_L
/kaggle/temp/sagittal_all_images/1019430579___2116282832___8.png,7,0.7891765832901001,121.00000381469727,170.00001668930054,138.99999856948853,188.0000114440918,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1019430579/2116282832/8.dcm,3.12817,-116.875,227.681,1019430579,2116282832,8,Sagittal T2/STIR,L4/L5_R
/kaggle/temp/sagittal_all_images/1019430579___2116282832___8.png,8,0.7392004728317261,84.99999642372131,218.999981880188,102.9999852180481,236.9999885559082,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1019430579/2116282832/8.dcm,3.12817,-116.875,227.681,1019430579,2116282832,8,Sagittal T2/STIR,L5/S1_L
/kaggle/temp/sagittal_all_images/1019430579___2116282832___8.png,9,0.7787038683891296,128.000009059906,192.00000762939453,145.00000476837158,209.99999046325684,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1019430579/2116282832/8.dcm,3.12817,-116.875,227.681,1019430579,2116282832,8,Sagittal T2/STIR,L5/S1_R
/kaggle/temp/sagittal_all_images/1036203708___3261685527___9.png,0,0.7649747729301453,136.00000143051147,83.00000429153442,162.00000047683716,110.00000238418579,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1036203708/3261685527/9.dcm,3.1775292394407,-103.78906963149,195.61696793178,1036203708,3261685527,9,Sagittal T2/STIR,L1/L2_L
/kaggle/temp/sagittal_all_images/1036203708___3261685527___9.png,1,0.824077308177948,201.99999809265137,94.9999988079071,226.99999809265137,121.00000381469727,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1036203708/3261685527/9.dcm,3.1775292394407,-103.78906963149,195.61696793178,1036203708,3261685527,9,Sagittal T2/STIR,L1/L2_R
/kaggle/temp/sagittal_all_images/1036203708___3261685527___9.png,2,0.7606754899024963,127.99999713897705,134.0000033378601,153.000009059906,160.0000023841858,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1036203708/3261685527/9.dcm,3.1775292394407,-103.78906963149,195.61696793178,1036203708,3261685527,9,Sagittal T2/STIR,L2/L3_L
/kaggle/temp/sagittal_all_images/1036203708___3261685527___9.png,3,0.799797534942627,192.99999475479126,139.9999976158142,219.0000057220459,164.9999976158142,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1036203708/3261685527/9.dcm,3.1775292394407,-103.78906963149,195.61696793178,1036203708,3261685527,9,Sagittal T2/STIR,L2/L3_R
/kaggle/temp/sagittal_all_images/1036203708___3261685527___9.png,4,0.7683676481246948,122.99998998641968,185.0000023841858,148.00000190734863,210.99998950958252,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1036203708/3261685527/9.dcm,3.1775292394407,-103.78906963149,195.61696793178,1036203708,3261685527,9,Sagittal T2/STIR,L3/L4_L
/kaggle/temp/sagittal_all_images/1036203708___3261685527___9.png,5,0.8173903226852417,187.99997568130493,185.0000023841858,212.9999876022339,212.0000123977661,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1036203708/3261685527/9.dcm,3.1775292394407,-103.78906963149,195.61696793178,1036203708,3261685527,9,Sagittal T2/STIR,L3/L4_R
/kaggle/temp/sagittal_all_images/1036203708___3261685527___9.png,6,0.7642306089401245,120.99999189376831,238.99998664855957,146.999990940094,264.99998569488525,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1036203708/3261685527/9.dcm,3.1775292394407,-103.78906963149,195.61696793178,1036203708,3261685527,9,Sagittal T2/STIR,L4/L5_L
/kaggle/temp/sagittal_all_images/1036203708___3261685527___9.png,7,0.8234392404556274,187.99999952316284,233.00001621246338,214.00001049041748,258.99999141693115,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1036203708/3261685527/9.dcm,3.1775292394407,-103.78906963149,195.61696793178,1036203708,3261685527,9,Sagittal T2/STIR,L4/L5_R
/kaggle/temp/sagittal_all_images/1036203708___3261685527___9.png,8,0.764943540096283,131.99999332427979,298.9999771118164,158.00000429153442,325.0,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1036203708/3261685527/9.dcm,3.1775292394407,-103.78906963149,195.61696793178,1036203708,3261685527,9,Sagittal T2/STIR,L5/S1_L
/kaggle/temp/sagittal_all_images/1036203708___3261685527___9.png,9,0.8314334750175476,195.00000476837158,272.00002670288086,220.00000476837158,298.00000190734863,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1036203708/3261685527/9.dcm,3.1775292394407,-103.78906963149,195.61696793178,1036203708,3261685527,9,Sagittal T2/STIR,L5/S1_R
/kaggle/temp/sagittal_all_images/1051595826___3080987678___11.png,0,0.7827013731002808,169.99999284744263,159.99999046325684,209.99999046325684,200.0,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1051595826/3080987678/11.dcm,-7.0609756,-79.19196,-262.66644,1051595826,3080987678,11,Sagittal T2/STIR,L1/L2_L
/kaggle/temp/sagittal_all_images/1051595826___3080987678___11.png,1,0.8238620758056641,275.0,184.99999046325684,314.99998569488525,225.0,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1051595826/3080987678/11.dcm,-7.0609756,-79.19196,-262.66644,1051595826,3080987678,11,Sagittal T2/STIR,L1/L2_R
/kaggle/temp/sagittal_all_images/1051595826___3080987678___11.png,2,0.7392514944076538,158.99999141693115,228.99999618530273,197.99998998641968,269.0000057220459,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1051595826/3080987678/11.dcm,-7.0609756,-79.19196,-262.66644,1051595826,3080987678,11,Sagittal T2/STIR,L2/L3_L
/kaggle/temp/sagittal_all_images/1051595826___3080987678___11.png,3,0.7985785007476807,257.99999237060547,246.00000381469727,296.00000381469727,284.99999046325684,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1051595826/3080987678/11.dcm,-7.0609756,-79.19196,-262.66644,1051595826,3080987678,11,Sagittal T2/STIR,L2/L3_R
/kaggle/temp/sagittal_all_images/1051595826___3080987678___11.png,4,0.7425615787506104,146.00000381469727,307.99999237060547,186.00000143051147,348.00000190734863,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1051595826/3080987678/11.dcm,-7.0609756,-79.19196,-262.66644,1051595826,3080987678,11,Sagittal T2/STIR,L3/L4_L
/kaggle/temp/sagittal_all_images/1051595826___3080987678___11.png,5,0.8053181767463684,248.00000190734863,308.0000162124634,286.9999885559082,346.99997901916504,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1051595826/3080987678/11.dcm,-7.0609756,-79.19196,-262.66644,1051595826,3080987678,11,Sagittal T2/STIR,L3/L4_R
/kaggle/temp/sagittal_all_images/1051595826___3080987678___11.png,6,0.7424829006195068,161.00000143051147,393.0000305175781,200.0,431.9999694824219,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1051595826/3080987678/11.dcm,-7.0609756,-79.19196,-262.66644,1051595826,3080987678,11,Sagittal T2/STIR,L4/L5_L
/kaggle/temp/sagittal_all_images/1051595826___3080987678___11.png,7,0.7745702266693115,256.000018119812,365.999960899353,294.0000057220459,405.9999942779541,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1051595826/3080987678/11.dcm,-7.0609756,-79.19196,-262.66644,1051595826,3080987678,11,Sagittal T2/STIR,L4/L5_R
/kaggle/temp/sagittal_all_images/1051595826___3080987678___11.png,8,0.7304524779319763,191.99999570846558,473.00000190734863,231.99999332427979,513.9999866485596,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1051595826/3080987678/11.dcm,-7.0609756,-79.19196,-262.66644,1051595826,3080987678,11,Sagittal T2/STIR,L5/S1_L
/kaggle/temp/sagittal_all_images/1051595826___3080987678___11.png,9,0.8108329772949219,277.99999713897705,423.9999771118164,316.00000858306885,463.99998664855957,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1051595826/3080987678/11.dcm,-7.0609756,-79.19196,-262.66644,1051595826,3080987678,11,Sagittal T2/STIR,L5/S1_R
/kaggle/temp/sagittal_all_images/1051657831___4252227511___10.png,0,0.7345520257949829,181.99999332427979,148.0000138282776,216.00000858306885,181.99999332427979,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1051657831/4252227511/10.dcm,24.2915,-119.111,160.564,1051657831,4252227511,10,Sagittal T2/STIR,L1/L2_L
/kaggle/temp/sagittal_all_images/1051657831___4252227511___10.png,1,0.8055182099342346,268.999981880188,168.99999380111694,301.99999809265137,201.99999809265137,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1051657831/4252227511/10.dcm,24.2915,-119.111,160.564,1051657831,4252227511,10,Sagittal T2/STIR,L1/L2_R
/kaggle/temp/sagittal_all_images/1051657831___4252227511___10.png,2,0.7287148833274841,156.99999332427979,208.99999141693115,190.99998474121094,244.0000057220459,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1051657831/4252227511/10.dcm,24.2915,-119.111,160.564,1051657831,4252227511,10,Sagittal T2/STIR,L2/L3_L
/kaggle/temp/sagittal_all_images/1051657831___4252227511___10.png,3,0.805724024772644,249.00000095367432,229.99999523162842,282.99999237060547,263.99998664855957,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1051657831/4252227511/10.dcm,24.2915,-119.111,160.564,1051657831,4252227511,10,Sagittal T2/STIR,L2/L3_R
/kaggle/temp/sagittal_all_images/1051657831___4252227511___10.png,4,0.7445169687271118,135.0000023841858,276.99999809265137,169.0000057220459,311.00001335144043,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1051657831/4252227511/10.dcm,24.2915,-119.111,160.564,1051657831,4252227511,10,Sagittal T2/STIR,L3/L4_L
/kaggle/temp/sagittal_all_images/1051657831___4252227511___10.png,5,0.8098366260528564,233.00001621246338,288.0000352859497,267.00003147125244,323.00000190734863,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1051657831/4252227511/10.dcm,24.2915,-119.111,160.564,1051657831,4252227511,10,Sagittal T2/STIR,L3/L4_R
/kaggle/temp/sagittal_all_images/1051657831___4252227511___10.png,6,0.7540610432624817,133.00000429153442,352.99999713897705,167.00000762939453,387.9999876022339,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1051657831/4252227511/10.dcm,24.2915,-119.111,160.564,1051657831,4252227511,10,Sagittal T2/STIR,L4/L5_L
/kaggle/temp/sagittal_all_images/1051657831___4252227511___10.png,7,0.7928757667541504,227.99999713897705,342.00003147125244,261.9999885559082,375.9999990463257,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1051657831/4252227511/10.dcm,24.2915,-119.111,160.564,1051657831,4252227511,10,Sagittal T2/STIR,L4/L5_R
/kaggle/temp/sagittal_all_images/1051657831___4252227511___10.png,8,0.7516658902168274,161.00000143051147,433.0000400543213,194.99999284744263,467.00000762939453,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1051657831/4252227511/10.dcm,24.2915,-119.111,160.564,1051657831,4252227511,10,Sagittal T2/STIR,L5/S1_L
/kaggle/temp/sagittal_all_images/1051657831___4252227511___10.png,9,0.7924837470054626,242.9999828338623,376.99995040893555,276.99999809265137,410.9999656677246,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1051657831/4252227511/10.dcm,24.2915,-119.111,160.564,1051657831,4252227511,10,Sagittal T2/STIR,L5/S1_R
/kaggle/temp/sagittal_all_images/1057173941___2918184860___9.png,0,0.7610238790512085,162.99999952316284,94.0000057220459,192.99999475479126,124.99998807907104,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1057173941/2918184860/9.dcm,5.4424867376185,-66.19615129184,-382.15763697358,1057173941,2918184860,9,Sagittal T2/STIR,L1/L2_L
/kaggle/temp/sagittal_all_images/1057173941___2918184860___9.png,1,0.8162075281143188,246.00000381469727,105.9999942779541,275.0,137.00000047683716,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1057173941/2918184860/9.dcm,5.4424867376185,-66.19615129184,-382.15763697358,1057173941,2918184860,9,Sagittal T2/STIR,L1/L2_R
/kaggle/temp/sagittal_all_images/1057173941___2918184860___9.png,2,0.7425975203514099,148.00000190734863,162.99999952316284,177.99999713897705,192.99999475479126,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1057173941/2918184860/9.dcm,5.4424867376185,-66.19615129184,-382.15763697358,1057173941,2918184860,9,Sagittal T2/STIR,L2/L3_L
/kaggle/temp/sagittal_all_images/1057173941___2918184860___9.png,3,0.804551362991333,234.00001525878906,165.00000953674316,264.0000104904175,195.00001668930054,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1057173941/2918184860/9.dcm,5.4424867376185,-66.19615129184,-382.15763697358,1057173941,2918184860,9,Sagittal T2/STIR,L2/L3_R
/kaggle/temp/sagittal_all_images/1057173941___2918184860___9.png,4,0.7329892516136169,146.999990940094,238.0000114440918,176.9999861717224,269.0000057220459,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1057173941/2918184860/9.dcm,5.4424867376185,-66.19615129184,-382.15763697358,1057173941,2918184860,9,Sagittal T2/STIR,L3/L4_L
/kaggle/temp/sagittal_all_images/1057173941___2918184860___9.png,5,0.8286465406417847,231.99999332427979,222.00000286102295,261.9999885559082,251.99999809265137,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1057173941/2918184860/9.dcm,5.4424867376185,-66.19615129184,-382.15763697358,1057173941,2918184860,9,Sagittal T2/STIR,L3/L4_R
/kaggle/temp/sagittal_all_images/1057173941___2918184860___9.png,6,0.7388281226158142,172.00000286102295,311.9999885559082,201.99997425079346,342.9999828338623,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1057173941/2918184860/9.dcm,5.4424867376185,-66.19615129184,-382.15763697358,1057173941,2918184860,9,Sagittal T2/STIR,L4/L5_L
/kaggle/temp/sagittal_all_images/1057173941___2918184860___9.png,7,0.8392855525016785,250.99999904632568,271.00000381469727,281.000018119812,302.99999713897705,/kaggle/input/rsna-2024-lumbar-spine-degenerative-classification/train_images/1057173941/2918184860/9.dcm,5.4424867376185,-66.19615129184,-382.15763697358,1057173941,2918184860,9,Sagittal T2/STIR,L4/L5_R
